epoch,step,loss
1,65,0.03828268125653267
1,66,0.03099498711526394
1,67,0.05273965746164322
1,68,0.032498061656951904
1,69,0.037679463624954224
1,70,0.03882947564125061
1,71,0.026369672268629074
1,72,0.07485354691743851
1,73,0.040660127997398376
1,74,0.03884749859571457
1,75,0.032379359006881714
1,76,0.039901044219732285
1,77,0.03266584500670433
1,78,0.035390328615903854
1,79,0.0256635844707489
2,1,0.04091523960232735
2,2,0.024177301675081253
2,3,0.03853505104780197
2,4,0.034731365740299225
2,5,0.033872783184051514
2,6,0.032789506018161774
2,7,0.03245978802442551
2,8,0.033123765140771866
2,9,0.056619834154844284
2,10,0.03375859186053276
2,11,0.0359724685549736
2,12,0.042587265372276306
2,13,0.0274348184466362
2,14,0.04238691180944443
2,15,0.027560558170080185
2,16,0.02359946072101593
2,17,0.01977764070034027
2,18,0.022253800183534622
2,19,0.043119750916957855
2,20,0.031813811510801315
2,21,0.02777743525803089
2,22,0.02556668221950531
2,23,0.025595176964998245
2,24,0.018266776576638222
2,25,0.0316760390996933
2,26,0.036656640470027924
2,27,0.02749800495803356
2,28,0.03559984639286995
2,29,0.03168494999408722
2,30,0.03185759112238884
2,31,0.02730512246489525
2,32,0.047999199479818344
2,33,0.037613462656736374
2,34,0.019996672868728638
2,35,0.03474612161517143
2,36,0.030133675783872604
2,37,0.03315308317542076
2,38,0.022792357951402664
2,39,0.016948280856013298
2,40,0.034323420375585556
2,41,0.036876365542411804
2,42,0.023227496072649956
2,43,0.03319285064935684
2,44,0.02785566635429859
2,45,0.020778771489858627
2,46,0.04214048758149147
2,47,0.04242601618170738
2,48,0.025877241045236588
2,49,0.027016501873731613
2,50,0.029478654265403748
2,51,0.024318479001522064
2,52,0.013409516774117947
2,53,0.02197079174220562
2,54,0.016997963190078735
2,55,0.036440037190914154
2,56,0.018968036398291588
2,57,0.02263539470732212
2,58,0.013531920500099659
2,59,0.027737854048609734
2,60,0.024807419627904892
2,61,0.024930881336331367
2,62,0.03849818557500839
2,63,0.02339782752096653
2,64,0.022067314013838768
2,65,0.022266145795583725
2,66,0.022411352023482323
2,67,0.04231559857726097
2,68,0.029514102265238762
2,69,0.028617799282073975
2,70,0.012206308543682098
2,71,0.034609660506248474
2,72,0.03514601290225983
2,73,0.025484183803200722
2,74,0.013751217164099216
2,75,0.020543569698929787
2,76,0.01615249179303646
2,77,0.02950996533036232
2,78,0.012225179001688957
2,79,0.025645919144153595
